arquivo,classificacao,score,confianca,altura_media,desvio_altura,densidade,num_componentes
92481859_1860.tif,scientific_article,-6,0.42857142857142855,13.015625,7.813234340487619,0.01813129973474801,94
50388595-8601.tif,scientific_article,-16,1.0,8.938800489596083,24.7812940277479,0.14059151193633954,310
50738901-8905.tif,scientific_article,-4,0.2857142857142857,14.521857923497267,68.75682430385656,0.08594031830238727,17
PUBLICATIONS0053357-.tif,scientific_article,-16,1.0,9.939924906132665,20.269804555428305,0.06682493368700265,203
10402611.tif,scientific_article,-8,0.5714285714285714,8.89788199697428,27.61283020414968,0.2007901554404145,330
50599073-9073.tif,scientific_article,-12,0.8571428571428571,7.883670520231214,1.9510392505890382,0.09175596816976127,55
10360747_10360750.tif,scientific_article,-16,1.0,7.521183591123067,9.773393562777391,0.13358678756476683,549
04211228_04211233.tif,scientific_article,-10,0.7142857142857143,10.116071428571429,20.296791414141882,0.11140711462450593,587
11223872_11223878.tif,scientific_article,-12,0.8571428571428571,8.44142259414226,7.133493958190454,0.1192686170212766,123
10342505_10342506.tif,scientific_article,-16,1.0,9.176076555023924,14.327862971631612,0.09257772020725388,271
2023452188_2023452200.tif,scientific_article,-10,0.7142857142857143,9.03116883116883,30.96527699138689,0.11623809523809524,48
50600616-0616.tif,scientific_article,-16,1.0,7.840425531914893,1.9107607326325944,0.1095185676392573,296
40040751-0760.tif,scientific_article,-16,1.0,7.411927877947296,9.538858218720472,0.11181299734748011,207
1003175385_1003175392.tif,scientific_article,-16,1.0,8.315542271562768,16.139520508039443,0.1423963963963964,332
PUBLICATIONS018674-8.tif,scientific_article,-10,0.7142857142857143,8.729302325581395,17.99406173304919,0.15397480106100797,806
2075584594_4597.tif,scientific_article,-16,1.0,7.330980392156863,5.78573812970289,0.09534084880636605,415
60046422_60046430.tif,scientific_article,-10,0.7142857142857143,7.6837160751565765,2.771606328401854,0.05734563345633456,135
2024216569_2024216579.tif,scientific_article,-12,0.8571428571428571,7.362215909090909,2.4365921803583106,0.09777863577863578,175
10051857_10051862.tif,scientific_article,-10,0.7142857142857143,9.726677577741407,4.338642859051743,0.0934818652849741,502
2028450587_2028450603.tif,scientific_article,-16,1.0,8.748603351955307,13.115342874655061,0.058002574002574005,307
PUBLICATIONS030687-0.tif,scientific_article,-4,0.2857142857142857,11.693430656934307,12.914407754390108,0.047519893899204246,71
2028387904_2028387907.tif,scientific_article,-16,1.0,6.964109781843772,4.070211519667058,0.11732561132561133,404
50398749-8749.tif,scientific_article,-12,0.8571428571428571,7.616930572472595,1.7288920734139417,0.1335503978779841,165
PUBLICATIONS002890-2.tif,scientific_article,-12,0.8571428571428571,6.941382327209099,3.1518957363927824,0.11777586206896552,89
10204244_10204247.tif,scientific_article,-10,0.7142857142857143,9.119418483904465,25.827192856275634,0.1244300518134715,703
50372129-2129.tif,scientific_article,-16,1.0,8.152851263962376,2.8887117030898675,0.1160212201591512,328
50446695-6701.tif,scientific_article,-12,0.8571428571428571,8.378980891719745,7.479888379622346,0.03659814323607427,24
01195800_5805.tif,scientific_article,-12,0.8571428571428571,8.420265780730897,36.3200216778596,0.07633554376657825,84
2046557158_7161.tif,scientific_article,-16,1.0,8.181042654028436,1.8118673703803159,0.12510079575596816,492
2057061683_2057061693.tif,scientific_article,-12,0.8571428571428571,8.027173913043478,3.449845719955225,0.07320828105395231,156
2501857131.tif,scientific_article,-12,0.8571428571428571,7.568102444703143,8.208627592139367,0.09309283819628647,94
50697313-7317.tif,scientific_article,-16,1.0,7.473684210526316,11.427015601522886,0.15258488063660477,388
10334706_10334718.tif,scientific_article,-16,1.0,6.724008975317876,2.641530022837136,0.09939637305699482,205
50581259-1261.tif,scientific_article,-16,1.0,7.836956521739131,2.1247873239509603,0.09567771883289125,243
PUBLICATIONS018794-8.tif,scientific_article,-16,1.0,7.441690962099125,2.833619397505303,0.1029946949602122,373
2064753161.tif,scientific_article,-16,1.0,7.544069640914037,13.092703912255738,0.14289389920424403,231
2053814706_2053814716.tif,scientific_article,-12,0.8571428571428571,8.251937984496124,3.4964677807596787,0.08728479381443299,74
PUBLICATIONS044594-4.tif,scientific_article,-12,0.8571428571428571,8.084745762711865,19.12074757030247,0.08821618037135279,85
60160840_60160847.tif,scientific_article,-10,0.7142857142857143,7.946428571428571,1.9957535814022516,0.11755756791720569,668
10352673_10352676.tif,scientific_article,-12,0.8571428571428571,7.129757785467128,5.66774217174839,0.05477979274611399,104
10347498_10347507.tif,scientific_article,-10,0.7142857142857143,10.583823529411765,3.63099849717749,0.11035880829015544,486
2501536797.tif,scientific_article,-12,0.8571428571428571,8.883040935672515,33.42262258851376,0.11590716180371352,77
2074409046.tif,scientific_article,-16,1.0,8.335332933413317,29.72908618879849,0.17832228116710874,584
10090210_10090215.tif,scientific_article,-16,1.0,7.5108910891089105,1.866956064971658,0.07792227979274612,340
87248711_8723.tif,scientific_article,-14,1.0,10.857142857142858,20.506556940428116,0.10446419098143236,355
50344995-4998.tif,scientific_article,-12,0.8571428571428571,10.340594059405941,13.780846071957072,0.07259018567639257,38
10229220.tif,scientific_article,-16,1.0,6.346757679180888,7.573343187127981,0.11874740932642487,272
40030538-0543.tif,scientific_article,-16,1.0,7.92536443148688,20.76940515433356,0.14976790450928382,723
